frame_index,flame2_rgb_path,flame2_thermal_path,matched_split
51321,raw\flame2\254p RGB Images\254p RGB Frame (51321).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51321).jpg,test
51381,raw\flame2\254p RGB Images\254p RGB Frame (51381).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51381).jpg,test
51536,raw\flame2\254p RGB Images\254p RGB Frame (51536).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51536).jpg,test
51546,raw\flame2\254p RGB Images\254p RGB Frame (51546).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51546).jpg,test
51578,raw\flame2\254p RGB Images\254p RGB Frame (51578).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51578).jpg,test
51611,raw\flame2\254p RGB Images\254p RGB Frame (51611).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51611).jpg,test
51639,raw\flame2\254p RGB Images\254p RGB Frame (51639).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51639).jpg,test
51762,raw\flame2\254p RGB Images\254p RGB Frame (51762).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51762).jpg,test
51866,raw\flame2\254p RGB Images\254p RGB Frame (51866).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51866).jpg,test
51903,raw\flame2\254p RGB Images\254p RGB Frame (51903).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51903).jpg,test
51942,raw\flame2\254p RGB Images\254p RGB Frame (51942).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51942).jpg,test
51948,raw\flame2\254p RGB Images\254p RGB Frame (51948).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51948).jpg,test
51950,raw\flame2\254p RGB Images\254p RGB Frame (51950).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51950).jpg,test
51993,raw\flame2\254p RGB Images\254p RGB Frame (51993).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51993).jpg,test
52031,raw\flame2\254p RGB Images\254p RGB Frame (52031).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52031).jpg,test
52046,raw\flame2\254p RGB Images\254p RGB Frame (52046).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52046).jpg,val
52053,raw\flame2\254p RGB Images\254p RGB Frame (52053).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52053).jpg,val
52090,raw\flame2\254p RGB Images\254p RGB Frame (52090).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52090).jpg,val
52162,raw\flame2\254p RGB Images\254p RGB Frame (52162).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52162).jpg,val
52200,raw\flame2\254p RGB Images\254p RGB Frame (52200).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52200).jpg,val
52259,raw\flame2\254p RGB Images\254p RGB Frame (52259).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52259).jpg,test
52373,raw\flame2\254p RGB Images\254p RGB Frame (52373).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52373).jpg,test
52502,raw\flame2\254p RGB Images\254p RGB Frame (52502).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52502).jpg,test
52558,raw\flame2\254p RGB Images\254p RGB Frame (52558).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52558).jpg,test
52811,raw\flame2\254p RGB Images\254p RGB Frame (52811).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52811).jpg,test
52812,raw\flame2\254p RGB Images\254p RGB Frame (52812).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52812).jpg,test
52855,raw\flame2\254p RGB Images\254p RGB Frame (52855).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52855).jpg,test
52914,raw\flame2\254p RGB Images\254p RGB Frame (52914).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (52914).jpg,test
53024,raw\flame2\254p RGB Images\254p RGB Frame (53024).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (53024).jpg,test
53046,raw\flame2\254p RGB Images\254p RGB Frame (53046).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (53046).jpg,test
53137,raw\flame2\254p RGB Images\254p RGB Frame (53137).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (53137).jpg,test
53148,raw\flame2\254p RGB Images\254p RGB Frame (53148).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (53148).jpg,test
53164,raw\flame2\254p RGB Images\254p RGB Frame (53164).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (53164).jpg,test
53262,raw\flame2\254p RGB Images\254p RGB Frame (53262).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (53262).jpg,test
53364,raw\flame2\254p RGB Images\254p RGB Frame (53364).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (53364).jpg,test
53385,raw\flame2\254p RGB Images\254p RGB Frame (53385).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (53385).jpg,test
